   Position (m)       Function
0.009901 0.007495 -0.085623 0.012781
0.019802 0.020954 0.009308 0.144455
0.029703 0.095289 -0.143284 0.273421
0.039604 0.066219 -0.141205 0.215129
0.049505 0.090867 0.012433 0.301185
0.059406 0.231503 0.045236 0.479016
0.069307 0.271520 -0.013221 0.520908
0.079208 0.192103 0.015230 0.438031
0.089109 0.172943 0.136908 0.392682
0.099010 0.234849 0.214540 0.434536
0.108911 0.253407 0.181293 0.469617
0.118812 0.189089 0.113141 0.419867
0.128713 0.117807 0.116669 0.322794
0.138614 0.118473 0.209420 0.273160
0.148515 0.199632 0.321391 0.310387
0.158416 0.293233 0.383643 0.382167
0.168317 0.318613 0.394070 0.404131
0.178218 0.277189 0.402823 0.339002
0.188119 0.250937 0.450065 0.219952
0.198020 0.287185 0.524414 0.110337
0.207921 0.334704 0.576538 0.048048
0.217822 0.322146 0.567080 0.023796
0.227723 0.252805 0.502787 0.003284
0.237624 0.187971 0.432178 -0.034542
0.247525 0.173104 0.408704 -0.077881
0.257426 0.213940 0.452847 -0.094181
0.267327 0.295826 0.540599 -0.059823
0.277228 0.388365 0.622926 0.018139
0.287129 0.445210 0.659048 0.104239
0.297030 0.434534 0.640137 0.157349
0.306931 0.372827 0.590242 0.156339
0.316832 0.312517 0.547894 0.111038
0.326733 0.297595 0.542972 0.052687
0.336634 0.340383 0.583299 0.012054
0.346535 0.431090 0.656575 0.000315
0.356436 0.551863 0.742862 0.004437
0.366337 0.684984 0.827636 -0.001396
0.376238 0.824587 0.907326 -0.036703
0.386139 0.981680 0.985716 -0.100217
0.396040 1.164161 1.065705 -0.168625
0.405941 1.350141 1.143030 -0.208863
0.415842 1.493564 1.206189 -0.196653
0.425743 1.560018 1.242141 -0.130785
0.435644 1.547926 1.243652 -0.035436
0.445545 1.475314 1.213569 0.050637
0.455446 1.362614 1.163646 0.092416
0.465347 1.235840 1.109134 0.075242
0.475248 1.129406 1.062671 0.011631
0.485149 1.067075 1.030955 -0.064870
0.495050 1.044470 1.015419 -0.115732
0.504950 1.044470 1.015419 -0.115732
0.514851 1.067075 1.030955 -0.064870
0.524752 1.129406 1.062671 0.011631
0.534653 1.235840 1.109134 0.075242
0.544554 1.362614 1.163646 0.092416
0.554455 1.475314 1.213569 0.050637
0.564356 1.547926 1.243652 -0.035436
0.574257 1.560018 1.242141 -0.130785
0.584158 1.493564 1.206189 -0.196653
0.594059 1.350141 1.143030 -0.208863
0.603960 1.164161 1.065705 -0.168625
0.613861 0.981680 0.985716 -0.100217
0.623762 0.824587 0.907326 -0.036703
0.633663 0.684984 0.827636 -0.001396
0.643564 0.551863 0.742862 0.004437
0.653465 0.431090 0.656575 0.000315
0.663366 0.340383 0.583299 0.012054
0.673267 0.297595 0.542972 0.052687
0.683168 0.312517 0.547894 0.111038
0.693069 0.372827 0.590242 0.156339
0.702970 0.434534 0.640137 0.157349
0.712871 0.445210 0.659048 0.104239
0.722772 0.388365 0.622926 0.018139
0.732673 0.295826 0.540599 -0.059823
0.742574 0.213940 0.452847 -0.094181
0.752475 0.173104 0.408704 -0.077881
0.762376 0.187971 0.432178 -0.034542
0.772277 0.252805 0.502787 0.003284
0.782178 0.322146 0.567080 0.023796
0.792079 0.334704 0.576538 0.048048
0.801980 0.287185 0.524414 0.110337
0.811881 0.250937 0.450065 0.219952
0.821782 0.277189 0.402823 0.339002
0.831683 0.318613 0.394070 0.404131
0.841584 0.293233 0.383643 0.382167
0.851485 0.199632 0.321391 0.310387
0.861386 0.118473 0.209420 0.273160
0.871287 0.117807 0.116669 0.322794
0.881188 0.189089 0.113141 0.419867
0.891089 0.253407 0.181293 0.469617
0.900990 0.234849 0.214540 0.434536
0.910891 0.172943 0.136908 0.392682
0.920792 0.192103 0.015230 0.438031
0.930693 0.271520 -0.013221 0.520908
0.940594 0.231503 0.045236 0.479016
0.950495 0.090867 0.012433 0.301185
0.960396 0.066219 -0.141205 0.215129
0.970297 0.095289 -0.143284 0.273421
0.980198 0.020954 0.009308 0.144455
0.990099 0.007495 -0.085623 0.012781
