   Position (m)       Function
0.009901 0.004397 0.066307 0.000422
0.019802 0.030163 0.045485 -0.167613
0.029703 0.072409 0.181768 -0.198418
0.039604 0.037570 0.060940 -0.184000
0.049505 0.140902 -0.069304 -0.368916
0.059406 0.251903 -0.045861 -0.499799
0.069307 0.223236 -0.065307 -0.467943
0.079208 0.242777 -0.193825 -0.452999
0.089109 0.362001 -0.266298 -0.539524
0.099010 0.405703 -0.189412 -0.608134
0.108911 0.322665 -0.065142 -0.564289
0.118812 0.227143 -0.019187 -0.476209
0.128713 0.217243 -0.044243 -0.463989
0.138614 0.300528 -0.046232 -0.546251
0.148515 0.408762 0.019341 -0.639052
0.158416 0.460272 0.102791 -0.670601
0.168317 0.450227 0.134729 -0.657324
0.178218 0.459329 0.109861 -0.668775
0.188119 0.558586 0.087144 -0.742288
0.198020 0.727441 0.120488 -0.844348
0.207921 0.864672 0.201042 -0.907884
0.217822 0.873807 0.265880 -0.896167
0.227723 0.754207 0.256443 -0.829725
0.237624 0.604515 0.168488 -0.759030
0.247525 0.516726 0.052490 -0.716918
0.257426 0.484806 -0.028431 -0.695699
0.267327 0.443369 -0.043416 -0.664442
0.277228 0.366279 -0.007345 -0.605165
0.287129 0.286820 0.040754 -0.534003
0.297030 0.245475 0.071151 -0.490319
0.306931 0.261388 0.081749 -0.504683
0.316832 0.335975 0.091360 -0.572389
0.326733 0.440278 0.118648 -0.652841
0.336634 0.510118 0.165941 -0.694681
0.346535 0.495001 0.219668 -0.668392
0.356436 0.411504 0.264387 -0.584468
0.366337 0.325057 0.297294 -0.486491
0.376238 0.290514 0.331279 -0.425168
0.386139 0.333060 0.384490 -0.430381
0.396040 0.463514 0.464744 -0.497520
0.405941 0.667360 0.560585 -0.594226
0.415842 0.881022 0.645644 -0.681297
0.425743 1.020443 0.693497 -0.734510
0.435644 1.051020 0.693185 -0.755324
0.445545 1.016380 0.655395 -0.766053
0.455446 0.997157 0.605677 -0.793922
0.465347 1.053140 0.569409 -0.853764
0.475248 1.192738 0.558196 -0.938698
0.485149 1.367108 0.565951 -1.023136
0.495050 1.489644 0.576400 -1.075828
0.504950 1.489644 0.576400 -1.075828
0.514851 1.367108 0.565951 -1.023136
0.524752 1.192738 0.558196 -0.938698
0.534653 1.053140 0.569409 -0.853764
0.544554 0.997157 0.605677 -0.793922
0.554455 1.016380 0.655395 -0.766053
0.564356 1.051020 0.693185 -0.755324
0.574257 1.020443 0.693497 -0.734510
0.584158 0.881022 0.645644 -0.681297
0.594059 0.667360 0.560585 -0.594226
0.603960 0.463514 0.464744 -0.497520
0.613861 0.333060 0.384490 -0.430381
0.623762 0.290514 0.331279 -0.425168
0.633663 0.325057 0.297294 -0.486491
0.643564 0.411504 0.264387 -0.584468
0.653465 0.495001 0.219668 -0.668392
0.663366 0.510118 0.165941 -0.694681
0.673267 0.440278 0.118648 -0.652841
0.683168 0.335975 0.091360 -0.572389
0.693069 0.261388 0.081749 -0.504683
0.702970 0.245475 0.071151 -0.490319
0.712871 0.286820 0.040754 -0.534003
0.722772 0.366279 -0.007345 -0.605165
0.732673 0.443369 -0.043416 -0.664442
0.742574 0.484806 -0.028431 -0.695699
0.752475 0.516726 0.052490 -0.716918
0.762376 0.604515 0.168488 -0.759030
0.772277 0.754207 0.256443 -0.829725
0.782178 0.873807 0.265880 -0.896167
0.792079 0.864672 0.201042 -0.907884
0.801980 0.727441 0.120488 -0.844348
0.811881 0.558586 0.087144 -0.742288
0.821782 0.459329 0.109861 -0.668775
0.831683 0.450227 0.134729 -0.657324
0.841584 0.460272 0.102791 -0.670601
0.851485 0.408762 0.019341 -0.639052
0.861386 0.300528 -0.046232 -0.546251
0.871287 0.217243 -0.044243 -0.463989
0.881188 0.227143 -0.019187 -0.476209
0.891089 0.322665 -0.065142 -0.564289
0.900990 0.405703 -0.189412 -0.608134
0.910891 0.362001 -0.266298 -0.539524
0.920792 0.242777 -0.193825 -0.452999
0.930693 0.223236 -0.065307 -0.467943
0.940594 0.251903 -0.045861 -0.499799
0.950495 0.140902 -0.069304 -0.368916
0.960396 0.037570 0.060940 -0.184000
0.970297 0.072409 0.181768 -0.198418
0.980198 0.030163 0.045485 -0.167613
0.990099 0.004397 0.066307 0.000422
