   Position (m)       Function
0.009901 0.026933 -0.030964 0.161166
0.019802 0.044264 -0.180512 -0.108070
0.029703 0.058879 -0.043556 -0.238710
0.039604 0.039238 0.071689 -0.184658
0.049505 0.012396 0.055709 -0.096397
0.059406 0.010182 -0.037742 -0.093581
0.069307 0.048994 -0.109960 -0.192100
0.079208 0.122493 -0.104029 -0.334173
0.089109 0.203248 -0.028122 -0.449952
0.099010 0.256670 0.067779 -0.502072
0.108911 0.263773 0.130075 -0.496844
0.118812 0.237036 0.129870 -0.469222
0.128713 0.214880 0.071289 -0.458037
0.138614 0.236698 -0.017558 -0.486199
0.148515 0.316473 -0.101732 -0.553285
0.158416 0.433994 -0.155161 -0.640250
0.168317 0.548560 -0.168872 -0.721140
0.178218 0.623775 -0.150450 -0.775332
0.188119 0.646358 -0.117160 -0.795382
0.198020 0.629142 -0.086868 -0.788413
0.207921 0.600693 -0.070671 -0.771815
0.217822 0.591317 -0.069574 -0.765817
0.227723 0.623563 -0.075627 -0.786030
0.237624 0.708760 -0.076275 -0.838416
0.247525 0.846112 -0.059879 -0.917893
0.257426 1.021395 -0.020346 -1.010436
0.267327 1.206235 0.040568 -1.097538
0.277228 1.361745 0.113712 -1.161385
0.287129 1.448650 0.185317 -1.189247
0.297030 1.441120 0.241006 -1.176026
0.306931 1.337517 0.269758 -1.124610
0.316832 1.161717 0.266707 -1.044311
0.326733 0.953680 0.234123 -0.948086
0.336634 0.754116 0.180475 -0.849438
0.346535 0.591170 0.117988 -0.759769
0.356436 0.475110 0.059432 -0.686715
0.366337 0.401728 0.015009 -0.633642
0.376238 0.360280 -0.009925 -0.600151
0.386139 0.340433 -0.015824 -0.583252
0.396040 0.335028 -0.008467 -0.578755
0.405941 0.339309 0.002749 -0.582496
0.415842 0.349497 0.007288 -0.591137
0.425743 0.362967 -0.003888 -0.602455
0.435644 0.379764 -0.036105 -0.615191
0.445545 0.403243 -0.089652 -0.628654
0.455446 0.437978 -0.159592 -0.642268
0.465347 0.485401 -0.236711 -0.655263
0.475248 0.540042 -0.309364 -0.666585
0.485149 0.589515 -0.365832 -0.675042
0.495050 0.619189 -0.396686 -0.679580
0.504950 0.619189 -0.396686 -0.679580
0.514851 0.589515 -0.365832 -0.675042
0.524752 0.540042 -0.309364 -0.666585
0.534653 0.485401 -0.236711 -0.655263
0.544554 0.437978 -0.159592 -0.642268
0.554455 0.403243 -0.089652 -0.628654
0.564356 0.379764 -0.036105 -0.615191
0.574257 0.362967 -0.003888 -0.602455
0.584158 0.349497 0.007288 -0.591137
0.594059 0.339309 0.002749 -0.582496
0.603960 0.335028 -0.008467 -0.578755
0.613861 0.340433 -0.015824 -0.583252
0.623762 0.360280 -0.009925 -0.600151
0.633663 0.401728 0.015009 -0.633642
0.643564 0.475110 0.059432 -0.686715
0.653465 0.591170 0.117988 -0.759769
0.663366 0.754116 0.180475 -0.849438
0.673267 0.953680 0.234123 -0.948086
0.683168 1.161717 0.266707 -1.044311
0.693069 1.337517 0.269758 -1.124610
0.702970 1.441120 0.241006 -1.176026
0.712871 1.448650 0.185317 -1.189247
0.722772 1.361745 0.113712 -1.161385
0.732673 1.206235 0.040568 -1.097538
0.742574 1.021395 -0.020346 -1.010436
0.752475 0.846112 -0.059879 -0.917893
0.762376 0.708760 -0.076275 -0.838416
0.772277 0.623563 -0.075627 -0.786030
0.782178 0.591317 -0.069574 -0.765817
0.792079 0.600693 -0.070671 -0.771815
0.801980 0.629142 -0.086868 -0.788413
0.811881 0.646358 -0.117160 -0.795382
0.821782 0.623775 -0.150450 -0.775332
0.831683 0.548560 -0.168872 -0.721140
0.841584 0.433994 -0.155161 -0.640250
0.851485 0.316473 -0.101732 -0.553285
0.861386 0.236698 -0.017558 -0.486199
0.871287 0.214880 0.071289 -0.458037
0.881188 0.237036 0.129870 -0.469222
0.891089 0.263773 0.130075 -0.496844
0.900990 0.256670 0.067779 -0.502072
0.910891 0.203248 -0.028122 -0.449952
0.920792 0.122493 -0.104029 -0.334173
0.930693 0.048994 -0.109960 -0.192100
0.940594 0.010182 -0.037742 -0.093581
0.950495 0.012396 0.055709 -0.096397
0.960396 0.039238 0.071689 -0.184658
0.970297 0.058879 -0.043556 -0.238710
0.980198 0.044264 -0.180512 -0.108070
0.990099 0.026933 -0.030964 0.161166
