   Position (m)       Function
0.009901 0.007314 -0.064551 -0.056097
0.019802 0.003284 0.057249 -0.002606
0.029703 0.008981 -0.074763 0.058239
0.039604 0.011139 -0.070773 -0.078293
0.049505 0.013188 0.083998 -0.078308
0.059406 0.013770 0.113130 0.031166
0.069307 0.001489 0.026497 0.028047
0.079208 0.007711 0.002161 -0.087786
0.089109 0.028061 0.065021 -0.154381
0.099010 0.019918 0.089559 -0.109074
0.108911 0.001636 0.004972 -0.040147
0.118812 0.015431 -0.118249 -0.038054
0.128713 0.035112 -0.167379 -0.084238
0.138614 0.020946 -0.111594 -0.092155
0.148515 0.000474 -0.014773 -0.016005
0.158416 0.012645 0.046368 0.102447
0.168317 0.036258 0.055406 0.182177
0.178218 0.035622 0.054596 0.180669
0.188119 0.023430 0.088889 0.124614
0.198020 0.031330 0.159659 0.076415
0.207921 0.058235 0.228418 0.077847
0.217822 0.081594 0.258493 0.121554
0.227723 0.091752 0.252476 0.167357
0.237624 0.097298 0.253802 0.181334
0.247525 0.125279 0.314308 0.162755
0.257426 0.227234 0.455573 0.140311
0.267327 0.447290 0.652721 0.145760
0.277228 0.757463 0.849697 0.188354
0.287129 1.047044 0.992542 0.248807
0.297030 1.205185 1.057553 0.294563
0.306931 1.211428 1.058159 0.302865
0.316832 1.136529 1.030097 0.274645
0.326733 1.068341 1.007504 0.230815
0.336634 1.049136 1.005457 0.195426
0.346535 1.067259 1.017567 0.178369
0.356436 1.082888 1.026755 0.169300
0.366337 1.061838 1.020038 0.146151
0.376238 1.003894 0.997709 0.092041
0.386139 0.945751 0.972451 0.009468
0.396040 0.928794 0.960646 -0.077153
0.405941 0.962669 0.972194 -0.132318
0.415842 1.026126 1.004917 -0.127545
0.425743 1.097381 1.046021 -0.056756
0.435644 1.167385 1.078824 0.059366
0.445545 1.222545 1.090553 0.182319
0.455446 1.235258 1.077283 0.273348
0.465347 1.187275 1.044373 0.310742
0.475248 1.095551 1.003268 0.298337
0.485149 1.003239 0.966920 0.261350
0.495050 0.948466 0.945869 0.231943
0.504950 0.948466 0.945869 0.231943
0.514851 1.003239 0.966920 0.261350
0.524752 1.095551 1.003268 0.298337
0.534653 1.187275 1.044373 0.310742
0.544554 1.235258 1.077283 0.273348
0.554455 1.222545 1.090553 0.182319
0.564356 1.167385 1.078824 0.059366
0.574257 1.097381 1.046021 -0.056756
0.584158 1.026126 1.004917 -0.127545
0.594059 0.962669 0.972194 -0.132318
0.603960 0.928794 0.960646 -0.077153
0.613861 0.945751 0.972451 0.009468
0.623762 1.003894 0.997709 0.092041
0.633663 1.061838 1.020038 0.146151
0.643564 1.082888 1.026755 0.169300
0.653465 1.067259 1.017567 0.178369
0.663366 1.049136 1.005457 0.195426
0.673267 1.068341 1.007504 0.230815
0.683168 1.136529 1.030097 0.274645
0.693069 1.211428 1.058159 0.302865
0.702970 1.205185 1.057553 0.294563
0.712871 1.047044 0.992542 0.248807
0.722772 0.757463 0.849697 0.188354
0.732673 0.447290 0.652721 0.145760
0.742574 0.227234 0.455573 0.140311
0.752475 0.125279 0.314308 0.162755
0.762376 0.097298 0.253802 0.181334
0.772277 0.091752 0.252476 0.167357
0.782178 0.081594 0.258493 0.121554
0.792079 0.058235 0.228418 0.077847
0.801980 0.031330 0.159659 0.076415
0.811881 0.023430 0.088889 0.124614
0.821782 0.035622 0.054596 0.180669
0.831683 0.036258 0.055406 0.182177
0.841584 0.012645 0.046368 0.102447
0.851485 0.000474 -0.014773 -0.016005
0.861386 0.020946 -0.111594 -0.092155
0.871287 0.035112 -0.167379 -0.084238
0.881188 0.015431 -0.118249 -0.038054
0.891089 0.001636 0.004972 -0.040147
0.900990 0.019918 0.089559 -0.109074
0.910891 0.028061 0.065021 -0.154381
0.920792 0.007711 0.002161 -0.087786
0.930693 0.001489 0.026497 0.028047
0.940594 0.013770 0.113130 0.031166
0.950495 0.013188 0.083998 -0.078308
0.960396 0.011139 -0.070773 -0.078293
0.970297 0.008981 -0.074763 0.058239
0.980198 0.003284 0.057249 -0.002606
0.990099 0.007314 -0.064551 -0.056097
