   Position (m)       Function
0.009901 0.009404 0.088048 0.040632
0.019802 0.040996 -0.075159 0.188007
0.029703 0.010771 -0.085998 0.058098
0.039604 0.011790 0.056734 0.092583
0.049505 0.061941 0.054658 0.242804
0.059406 0.087013 -0.072729 0.285874
0.069307 0.066672 -0.146369 0.212717
0.079208 0.043042 -0.114562 0.172967
0.089109 0.071531 -0.075917 0.256452
0.099010 0.188585 -0.127899 0.415002
0.108911 0.368820 -0.262481 0.547653
0.118812 0.524862 -0.392817 0.608734
0.128713 0.598131 -0.444623 0.632804
0.138614 0.634883 -0.413928 0.680842
0.148515 0.727747 -0.353432 0.776423
0.158416 0.888651 -0.318135 0.887379
0.168317 1.020100 -0.322855 0.957008
0.178218 1.019132 -0.340396 0.950401
0.188119 0.882664 -0.331928 0.878913
0.198020 0.702104 -0.280508 0.789569
0.207921 0.578099 -0.203357 0.732629
0.217822 0.554596 -0.138222 0.731772
0.227723 0.613717 -0.117092 0.774601
0.237624 0.702394 -0.146139 0.825250
0.247525 0.759922 -0.203537 0.847641
0.257426 0.744116 -0.254164 0.824328
0.267327 0.653171 -0.270501 0.761577
0.277228 0.524763 -0.247228 0.680912
0.287129 0.406581 -0.202319 0.604689
0.297030 0.324341 -0.165692 0.544874
0.306931 0.277022 -0.162780 0.500524
0.316832 0.255673 -0.201916 0.463576
0.326733 0.256802 -0.271305 0.428014
0.336634 0.276807 -0.345953 0.396388
0.346535 0.304534 -0.400200 0.379966
0.356436 0.330224 -0.419496 0.392744
0.366337 0.361191 -0.406234 0.442906
0.376238 0.419837 -0.377725 0.526461
0.386139 0.520625 -0.358005 0.626464
0.396040 0.651040 -0.367494 0.718323
0.405941 0.778627 -0.414901 0.778771
0.415842 0.875529 -0.494308 0.794474
0.425743 0.933370 -0.587998 0.766569
0.435644 0.956664 -0.673389 0.709373
0.445545 0.949433 -0.731170 0.644068
0.455446 0.913399 -0.751649 0.590274
0.465347 0.856286 -0.737354 0.559102
0.475248 0.794890 -0.701353 0.550448
0.485149 0.746900 -0.662203 0.555326
0.495050 0.721912 -0.637388 0.561826
0.504950 0.721912 -0.637388 0.561826
0.514851 0.746900 -0.662203 0.555326
0.524752 0.794890 -0.701353 0.550448
0.534653 0.856286 -0.737354 0.559102
0.544554 0.913399 -0.751649 0.590274
0.554455 0.949433 -0.731170 0.644068
0.564356 0.956664 -0.673389 0.709373
0.574257 0.933370 -0.587998 0.766569
0.584158 0.875529 -0.494308 0.794474
0.594059 0.778627 -0.414901 0.778771
0.603960 0.651040 -0.367494 0.718323
0.613861 0.520625 -0.358005 0.626464
0.623762 0.419837 -0.377725 0.526461
0.633663 0.361191 -0.406234 0.442906
0.643564 0.330224 -0.419496 0.392744
0.653465 0.304534 -0.400200 0.379966
0.663366 0.276807 -0.345953 0.396388
0.673267 0.256802 -0.271305 0.428014
0.683168 0.255673 -0.201916 0.463576
0.693069 0.277022 -0.162780 0.500524
0.702970 0.324341 -0.165692 0.544874
0.712871 0.406581 -0.202319 0.604689
0.722772 0.524763 -0.247228 0.680912
0.732673 0.653171 -0.270501 0.761577
0.742574 0.744116 -0.254164 0.824328
0.752475 0.759922 -0.203537 0.847641
0.762376 0.702394 -0.146139 0.825250
0.772277 0.613717 -0.117092 0.774601
0.782178 0.554596 -0.138222 0.731772
0.792079 0.578099 -0.203357 0.732629
0.801980 0.702104 -0.280508 0.789569
0.811881 0.882664 -0.331928 0.878913
0.821782 1.019132 -0.340396 0.950401
0.831683 1.020100 -0.322855 0.957008
0.841584 0.888651 -0.318135 0.887379
0.851485 0.727747 -0.353432 0.776423
0.861386 0.634883 -0.413928 0.680842
0.871287 0.598131 -0.444623 0.632804
0.881188 0.524862 -0.392817 0.608734
0.891089 0.368820 -0.262481 0.547653
0.900990 0.188585 -0.127899 0.415002
0.910891 0.071531 -0.075917 0.256452
0.920792 0.043042 -0.114562 0.172967
0.930693 0.066672 -0.146369 0.212717
0.940594 0.087013 -0.072729 0.285874
0.950495 0.061941 0.054658 0.242804
0.960396 0.011790 0.056734 0.092583
0.970297 0.010771 -0.085998 0.058098
0.980198 0.040996 -0.075159 0.188007
0.990099 0.009404 0.088048 0.040632
