   Position (m)       Function
0.009901 0.006969 -0.050170 -0.066723
0.019802 0.020990 -0.144120 0.014799
0.029703 0.062288 -0.233234 -0.088823
0.039604 0.020042 -0.137954 -0.031782
0.049505 0.055233 -0.206885 0.111499
0.059406 0.090236 -0.291142 0.073971
0.069307 0.052127 -0.227254 0.021974
0.079208 0.046392 -0.199520 0.081141
0.089109 0.113172 -0.321675 0.098476
0.099010 0.203254 -0.450532 -0.016590
0.108911 0.234335 -0.465427 -0.133088
0.118812 0.205027 -0.435282 -0.124725
0.128713 0.214344 -0.461069 -0.041947
0.138614 0.261968 -0.511814 -0.003695
0.148515 0.236184 -0.485175 -0.028105
0.158416 0.131503 -0.360846 -0.035959
0.168317 0.052868 -0.228854 0.022215
0.178218 0.043014 -0.180027 0.102976
0.188119 0.063066 -0.211683 0.135114
0.198020 0.075381 -0.250722 0.111890
0.207921 0.070064 -0.245813 0.098183
0.217822 0.071607 -0.217979 0.155215
0.227723 0.125973 -0.226181 0.273524
0.237624 0.235748 -0.299881 0.381864
0.247525 0.341377 -0.412433 0.413855
0.257426 0.395448 -0.514014 0.362267
0.267327 0.413067 -0.581271 0.274210
0.277228 0.440767 -0.632526 0.201687
0.287129 0.513318 -0.698764 0.158259
0.297030 0.628781 -0.784178 0.117672
0.306931 0.734819 -0.855885 0.047741
0.316832 0.763025 -0.871733 -0.055745
0.326733 0.699257 -0.819964 -0.164060
0.336634 0.598508 -0.735607 -0.239563
0.346535 0.532122 -0.679582 -0.265124
0.356436 0.551003 -0.697171 -0.254865
0.366337 0.678078 -0.787486 -0.240714
0.376238 0.881824 -0.905494 -0.248805
0.386139 1.067925 -0.993349 -0.284927
0.396040 1.149897 -1.017778 -0.337677
0.405941 1.131050 -0.988344 -0.392717
0.415842 1.093222 -0.946535 -0.444176
0.425743 1.119655 -0.935632 -0.494214
0.435644 1.240938 -0.972483 -0.543338
0.445545 1.418061 -1.038847 -0.582115
0.455446 1.552982 -1.095888 -0.593306
0.465347 1.551997 -1.110714 -0.564192
0.475248 1.410757 -1.077512 -0.499725
0.485149 1.222484 -1.020537 -0.425426
0.495050 1.098010 -0.978086 -0.375977
0.504950 1.098010 -0.978086 -0.375977
0.514851 1.222484 -1.020537 -0.425426
0.524752 1.410757 -1.077512 -0.499725
0.534653 1.551997 -1.110714 -0.564192
0.544554 1.552982 -1.095888 -0.593306
0.554455 1.418061 -1.038847 -0.582115
0.564356 1.240938 -0.972483 -0.543338
0.574257 1.119655 -0.935632 -0.494214
0.584158 1.093222 -0.946535 -0.444176
0.594059 1.131050 -0.988344 -0.392717
0.603960 1.149897 -1.017778 -0.337677
0.613861 1.067925 -0.993349 -0.284927
0.623762 0.881824 -0.905494 -0.248805
0.633663 0.678078 -0.787486 -0.240714
0.643564 0.551003 -0.697171 -0.254865
0.653465 0.532122 -0.679582 -0.265124
0.663366 0.598508 -0.735607 -0.239563
0.673267 0.699257 -0.819964 -0.164060
0.683168 0.763025 -0.871733 -0.055745
0.693069 0.734819 -0.855885 0.047741
0.702970 0.628781 -0.784178 0.117672
0.712871 0.513318 -0.698764 0.158259
0.722772 0.440767 -0.632526 0.201687
0.732673 0.413067 -0.581271 0.274210
0.742574 0.395448 -0.514014 0.362267
0.752475 0.341377 -0.412433 0.413855
0.762376 0.235748 -0.299881 0.381864
0.772277 0.125973 -0.226181 0.273524
0.782178 0.071607 -0.217979 0.155215
0.792079 0.070064 -0.245813 0.098183
0.801980 0.075381 -0.250722 0.111890
0.811881 0.063066 -0.211683 0.135114
0.821782 0.043014 -0.180027 0.102976
0.831683 0.052868 -0.228854 0.022215
0.841584 0.131503 -0.360846 -0.035959
0.851485 0.236184 -0.485175 -0.028105
0.861386 0.261968 -0.511814 -0.003695
0.871287 0.214344 -0.461069 -0.041947
0.881188 0.205027 -0.435282 -0.124725
0.891089 0.234335 -0.465427 -0.133088
0.900990 0.203254 -0.450532 -0.016590
0.910891 0.113172 -0.321675 0.098476
0.920792 0.046392 -0.199520 0.081141
0.930693 0.052127 -0.227254 0.021974
0.940594 0.090236 -0.291142 0.073971
0.950495 0.055233 -0.206885 0.111499
0.960396 0.020042 -0.137954 -0.031782
0.970297 0.062288 -0.233234 -0.088823
0.980198 0.020990 -0.144120 0.014799
0.990099 0.006969 -0.050170 -0.066723
