   Position (m)       Function
0.009901 0.004923 -0.014251 0.068700
0.019802 0.065475 -0.236327 0.098105
0.029703 0.027579 -0.164885 0.019805
0.039604 0.038072 -0.073747 0.180648
0.049505 0.109310 -0.135833 0.301428
0.059406 0.087436 -0.134714 0.263226
0.069307 0.059073 0.021021 0.242138
0.079208 0.153401 0.180938 0.347365
0.089109 0.280435 0.211083 0.485674
0.099010 0.302635 0.148385 0.529732
0.108911 0.238004 0.108622 0.475611
0.118812 0.191692 0.137124 0.415799
0.128713 0.205196 0.179586 0.415866
0.138614 0.230274 0.165289 0.450503
0.148515 0.206738 0.087426 0.446200
0.158416 0.131846 0.003357 0.363091
0.168317 0.054458 -0.026811 0.231816
0.178218 0.015098 0.005177 0.122766
0.188119 0.010597 0.054124 0.087565
0.198020 0.019912 0.064595 0.125455
0.207921 0.038371 0.016767 0.195167
0.217822 0.067913 -0.060691 0.253436
0.227723 0.094868 -0.114809 0.285810
0.237624 0.106651 -0.106326 0.308781
0.247525 0.121938 -0.033235 0.347611
0.257426 0.174196 0.073238 0.410892
0.267327 0.261534 0.172658 0.481376
0.277228 0.336692 0.240575 0.528030
0.287129 0.357489 0.279058 0.528787
0.297030 0.333122 0.308999 0.487485
0.306931 0.312549 0.352511 0.433919
0.316832 0.340961 0.418102 0.407617
0.326733 0.437103 0.497186 0.435786
0.336634 0.595894 0.571978 0.518398
0.346535 0.789093 0.627969 0.628289
0.356436 0.965044 0.662537 0.725320
0.366337 1.071826 0.684918 0.776346
0.376238 1.096094 0.708674 0.770633
0.386139 1.074377 0.742122 0.723624
0.396040 1.059455 0.782809 0.668330
0.405941 1.079844 0.819082 0.639491
0.415842 1.134675 0.837402 0.658356
0.425743 1.215468 0.830773 0.724765
0.435644 1.316423 0.803364 0.819164
0.445545 1.423882 0.768765 0.912623
0.455446 1.511925 0.743034 0.979707
0.465347 1.559402 0.736472 1.008470
0.475248 1.567852 0.748656 1.003676
0.485149 1.557200 0.769328 0.982515
0.495050 1.547214 0.784519 0.965269
0.504950 1.547214 0.784519 0.965269
0.514851 1.557200 0.769328 0.982515
0.524752 1.567852 0.748656 1.003676
0.534653 1.559402 0.736472 1.008470
0.544554 1.511925 0.743034 0.979707
0.554455 1.423882 0.768765 0.912623
0.564356 1.316423 0.803364 0.819164
0.574257 1.215468 0.830773 0.724765
0.584158 1.134675 0.837402 0.658356
0.594059 1.079844 0.819082 0.639491
0.603960 1.059455 0.782809 0.668330
0.613861 1.074377 0.742122 0.723624
0.623762 1.096094 0.708674 0.770633
0.633663 1.071826 0.684918 0.776346
0.643564 0.965044 0.662537 0.725320
0.653465 0.789093 0.627969 0.628289
0.663366 0.595894 0.571978 0.518398
0.673267 0.437103 0.497186 0.435786
0.683168 0.340961 0.418102 0.407617
0.693069 0.312549 0.352511 0.433919
0.702970 0.333122 0.308999 0.487485
0.712871 0.357489 0.279058 0.528787
0.722772 0.336692 0.240575 0.528030
0.732673 0.261534 0.172658 0.481376
0.742574 0.174196 0.073238 0.410892
0.752475 0.121938 -0.033235 0.347611
0.762376 0.106651 -0.106326 0.308781
0.772277 0.094868 -0.114809 0.285810
0.782178 0.067913 -0.060691 0.253436
0.792079 0.038371 0.016767 0.195167
0.801980 0.019912 0.064595 0.125455
0.811881 0.010597 0.054124 0.087565
0.821782 0.015098 0.005177 0.122766
0.831683 0.054458 -0.026811 0.231816
0.841584 0.131846 0.003357 0.363091
0.851485 0.206738 0.087426 0.446200
0.861386 0.230274 0.165289 0.450503
0.871287 0.205196 0.179586 0.415866
0.881188 0.191692 0.137124 0.415799
0.891089 0.238004 0.108622 0.475611
0.900990 0.302635 0.148385 0.529732
0.910891 0.280435 0.211083 0.485674
0.920792 0.153401 0.180938 0.347365
0.930693 0.059073 0.021021 0.242138
0.940594 0.087436 -0.134714 0.263226
0.950495 0.109310 -0.135833 0.301428
0.960396 0.038072 -0.073747 0.180648
0.970297 0.027579 -0.164885 0.019805
0.980198 0.065475 -0.236327 0.098105
0.990099 0.004923 -0.014251 0.068700
