   Position (m)       Function
0.009901 0.032101 -0.038753 -0.174926
0.019802 0.004951 -0.023121 0.066460
0.029703 0.077562 -0.256657 0.108119
0.039604 0.159145 -0.397272 -0.036335
0.049505 0.173032 -0.376208 -0.177480
0.059406 0.132598 -0.295677 -0.212540
0.069307 0.098945 -0.266290 -0.167436
0.079208 0.119265 -0.321868 -0.125166
0.089109 0.200920 -0.423708 -0.146258
0.099010 0.314318 -0.509516 -0.233905
0.108911 0.410498 -0.539380 -0.345784
0.118812 0.447843 -0.514005 -0.428535
0.128713 0.417569 -0.464932 -0.448784
0.138614 0.350438 -0.430741 -0.406080
0.148515 0.296201 -0.435190 -0.326820
0.158416 0.288984 -0.477291 -0.247341
0.168317 0.324824 -0.534931 -0.196652
0.178218 0.368055 -0.577337 -0.186379
0.188119 0.379676 -0.579167 -0.210337
0.198020 0.344403 -0.530199 -0.251578
0.207921 0.277016 -0.437701 -0.292291
0.217822 0.207344 -0.322023 -0.321940
0.227723 0.159517 -0.208292 -0.340781
0.237624 0.142224 -0.117860 -0.358236
0.247525 0.154175 -0.062457 -0.387651
0.257426 0.195387 -0.042460 -0.439982
0.267327 0.271654 -0.049066 -0.518890
0.277228 0.387742 -0.068904 -0.618865
0.287129 0.536039 -0.089164 -0.726697
0.297030 0.691769 -0.101530 -0.825506
0.306931 0.820446 -0.103905 -0.899806
0.316832 0.893472 -0.099807 -0.939952
0.326733 0.901681 -0.096033 -0.944700
0.336634 0.858662 -0.099607 -0.921271
0.346535 0.793138 -0.115084 -0.883116
0.356436 0.736406 -0.142966 -0.846148
0.366337 0.712156 -0.179557 -0.824570
0.376238 0.732138 -0.218109 -0.827386
0.386139 0.796365 -0.250748 -0.856441
0.396040 0.894660 -0.270556 -0.906344
0.405941 1.008113 -0.273196 -0.966166
0.415842 1.111659 -0.257713 -1.022371
0.425743 1.179587 -0.226426 -1.062223
0.435644 1.193451 -0.184062 -1.076834
0.445545 1.149019 -0.136499 -1.063196
0.455446 1.058185 -0.089507 -1.024780
0.465347 0.944427 -0.047814 -0.970640
0.475248 0.834313 -0.014679 -0.913289
0.485149 0.749755 0.008048 -0.865847
0.495050 0.704464 0.019543 -0.839096
0.504950 0.704464 0.019543 -0.839096
0.514851 0.749755 0.008048 -0.865847
0.524752 0.834313 -0.014679 -0.913289
0.534653 0.944427 -0.047814 -0.970640
0.544554 1.058185 -0.089507 -1.024780
0.554455 1.149019 -0.136499 -1.063196
0.564356 1.193451 -0.184062 -1.076834
0.574257 1.179587 -0.226426 -1.062223
0.584158 1.111659 -0.257713 -1.022371
0.594059 1.008113 -0.273196 -0.966166
0.603960 0.894660 -0.270556 -0.906344
0.613861 0.796365 -0.250748 -0.856441
0.623762 0.732138 -0.218109 -0.827386
0.633663 0.712156 -0.179557 -0.824570
0.643564 0.736406 -0.142966 -0.846148
0.653465 0.793138 -0.115084 -0.883116
0.663366 0.858662 -0.099607 -0.921271
0.673267 0.901681 -0.096033 -0.944700
0.683168 0.893472 -0.099807 -0.939952
0.693069 0.820446 -0.103905 -0.899806
0.702970 0.691769 -0.101530 -0.825506
0.712871 0.536039 -0.089164 -0.726697
0.722772 0.387742 -0.068904 -0.618865
0.732673 0.271654 -0.049066 -0.518890
0.742574 0.195387 -0.042460 -0.439982
0.752475 0.154175 -0.062457 -0.387651
0.762376 0.142224 -0.117860 -0.358236
0.772277 0.159517 -0.208292 -0.340781
0.782178 0.207344 -0.322023 -0.321940
0.792079 0.277016 -0.437701 -0.292291
0.801980 0.344403 -0.530199 -0.251578
0.811881 0.379676 -0.579167 -0.210337
0.821782 0.368055 -0.577337 -0.186379
0.831683 0.324824 -0.534931 -0.196652
0.841584 0.288984 -0.477291 -0.247341
0.851485 0.296201 -0.435190 -0.326820
0.861386 0.350438 -0.430741 -0.406080
0.871287 0.417569 -0.464932 -0.448784
0.881188 0.447843 -0.514005 -0.428535
0.891089 0.410498 -0.539380 -0.345784
0.900990 0.314318 -0.509516 -0.233905
0.910891 0.200920 -0.423708 -0.146258
0.920792 0.119265 -0.321868 -0.125166
0.930693 0.098945 -0.266290 -0.167436
0.940594 0.132598 -0.295677 -0.212540
0.950495 0.173032 -0.376208 -0.177480
0.960396 0.159145 -0.397272 -0.036335
0.970297 0.077562 -0.256657 0.108119
0.980198 0.004951 -0.023121 0.066460
0.990099 0.032101 -0.038753 -0.174926
