   Position (m)       Function
0.009901 0.047173 -0.107105 0.188949
0.019802 0.006979 -0.065049 0.052416
0.029703 0.050871 0.073989 0.213065
0.039604 0.158245 0.005149 0.397767
0.049505 0.176087 -0.125640 0.400377
0.059406 0.104101 -0.145495 0.287980
0.069307 0.047677 -0.055194 0.211260
0.079208 0.053379 0.034799 0.228404
0.089109 0.083986 0.040095 0.287017
0.099010 0.094841 -0.034023 0.306077
0.108911 0.078413 -0.121110 0.252478
0.118812 0.049837 -0.158903 0.156800
0.128713 0.023661 -0.132872 0.077498
0.138614 0.008615 -0.075533 0.053939
0.148515 0.008019 -0.035168 0.082355
0.158416 0.017144 -0.042072 0.123993
0.168317 0.026392 -0.093472 0.132874
0.178218 0.032916 -0.161407 0.082847
0.188119 0.046142 -0.213805 -0.020723
0.198020 0.076603 -0.234196 -0.147496
0.207921 0.120224 -0.229640 -0.259787
0.217822 0.159677 -0.224814 -0.330356
0.227723 0.185146 -0.247595 -0.351913
0.237624 0.211653 -0.314535 -0.335739
0.247525 0.270550 -0.423177 -0.302443
0.257426 0.379975 -0.553761 -0.270784
0.267327 0.522652 -0.678326 -0.250052
0.277228 0.653504 -0.772338 -0.238742
0.287129 0.730904 -0.823728 -0.228858
0.297030 0.744287 -0.836063 -0.212804
0.306931 0.717093 -0.825418 -0.189152
0.316832 0.688041 -0.812976 -0.164657
0.326733 0.690047 -0.816685 -0.151897
0.336634 0.741087 -0.845125 -0.163863
0.346535 0.845099 -0.895452 -0.208005
0.356436 0.992831 -0.955594 -0.282260
0.366337 1.159175 -1.009368 -0.374634
0.376238 1.304199 -1.042422 -0.466429
0.386139 1.385440 -1.046954 -0.537891
0.396040 1.378020 -1.023870 -0.574204
0.405941 1.289044 -0.982026 -0.569798
0.415842 1.155020 -0.935162 -0.529615
0.425743 1.024042 -0.897717 -0.467062
0.435644 0.935468 -0.880827 -0.399514
0.445545 0.908975 -0.889589 -0.342938
0.455446 0.944809 -0.922123 -0.307406
0.465347 1.028740 -0.970459 -0.294873
0.475248 1.136010 -1.022817 -0.299758
0.485149 1.234986 -1.066609 -0.311979
0.495050 1.294435 -1.091430 -0.321271
0.504950 1.294435 -1.091430 -0.321271
0.514851 1.234986 -1.066609 -0.311979
0.524752 1.136010 -1.022817 -0.299758
0.534653 1.028740 -0.970459 -0.294873
0.544554 0.944809 -0.922123 -0.307406
0.554455 0.908975 -0.889589 -0.342938
0.564356 0.935468 -0.880827 -0.399514
0.574257 1.024042 -0.897717 -0.467062
0.584158 1.155020 -0.935162 -0.529615
0.594059 1.289044 -0.982026 -0.569798
0.603960 1.378020 -1.023870 -0.574204
0.613861 1.385440 -1.046954 -0.537891
0.623762 1.304199 -1.042422 -0.466429
0.633663 1.159175 -1.009368 -0.374634
0.643564 0.992831 -0.955594 -0.282260
0.653465 0.845099 -0.895452 -0.208005
0.663366 0.741087 -0.845125 -0.163863
0.673267 0.690047 -0.816685 -0.151897
0.683168 0.688041 -0.812976 -0.164657
0.693069 0.717093 -0.825418 -0.189152
0.702970 0.744287 -0.836063 -0.212804
0.712871 0.730904 -0.823728 -0.228858
0.722772 0.653504 -0.772338 -0.238742
0.732673 0.522652 -0.678326 -0.250052
0.742574 0.379975 -0.553761 -0.270784
0.752475 0.270550 -0.423177 -0.302443
0.762376 0.211653 -0.314535 -0.335739
0.772277 0.185146 -0.247595 -0.351913
0.782178 0.159677 -0.224814 -0.330356
0.792079 0.120224 -0.229640 -0.259787
0.801980 0.076603 -0.234196 -0.147496
0.811881 0.046142 -0.213805 -0.020723
0.821782 0.032916 -0.161407 0.082847
0.831683 0.026392 -0.093472 0.132874
0.841584 0.017144 -0.042072 0.123993
0.851485 0.008019 -0.035168 0.082355
0.861386 0.008615 -0.075533 0.053939
0.871287 0.023661 -0.132872 0.077498
0.881188 0.049837 -0.158903 0.156800
0.891089 0.078413 -0.121110 0.252478
0.900990 0.094841 -0.034023 0.306077
0.910891 0.083986 0.040095 0.287017
0.920792 0.053379 0.034799 0.228404
0.930693 0.047677 -0.055194 0.211260
0.940594 0.104101 -0.145495 0.287980
0.950495 0.176087 -0.125640 0.400377
0.960396 0.158245 0.005149 0.397767
0.970297 0.050871 0.073989 0.213065
0.980198 0.006979 -0.065049 0.052416
0.990099 0.047173 -0.107105 0.188949
