   Position (m)       Function
0.009901 0.012832 0.111368 -0.020725
0.019802 0.048144 0.120243 -0.183538
0.029703 0.148146 0.327882 -0.201593
0.039604 0.106142 0.309170 -0.102741
0.049505 0.101251 0.261108 -0.181862
0.059406 0.207116 0.383837 -0.244511
0.069307 0.276967 0.500583 -0.162431
0.079208 0.253742 0.492832 -0.104204
0.089109 0.273000 0.484847 -0.194737
0.099010 0.463981 0.591379 -0.338011
0.108911 0.711751 0.744164 -0.397456
0.118812 0.796123 0.809272 -0.375768
0.128713 0.713771 0.760758 -0.367448
0.138614 0.638672 0.685090 -0.411490
0.148515 0.633690 0.657839 -0.448262
0.158416 0.605388 0.663986 -0.405600
0.168317 0.489437 0.636968 -0.289324
0.178218 0.330729 0.546535 -0.178965
0.188119 0.209909 0.433233 -0.149060
0.198020 0.175020 0.364663 -0.205039
0.207921 0.221160 0.370062 -0.290196
0.217822 0.293674 0.418634 -0.344121
0.227723 0.330614 0.454462 -0.352247
0.237624 0.321257 0.448266 -0.346864
0.247525 0.311528 0.418775 -0.368992
0.257426 0.353598 0.410124 -0.430576
0.267327 0.460363 0.450001 -0.507801
0.277228 0.594772 0.524926 -0.564999
0.287129 0.689898 0.590344 -0.584287
0.297030 0.697034 0.604274 -0.576097
0.306931 0.630035 0.557384 -0.565118
0.316832 0.549786 0.478503 -0.566411
0.326733 0.499151 0.414377 -0.572226
0.336634 0.472956 0.399865 -0.559521
0.346535 0.453893 0.438620 -0.511377
0.356436 0.444200 0.504585 -0.435424
0.366337 0.447234 0.560197 -0.365258
0.376238 0.451822 0.577949 -0.343215
0.386139 0.461803 0.552529 -0.395620
0.396040 0.515311 0.498783 -0.516262
0.405941 0.640068 0.439796 -0.668317
0.415842 0.800505 0.393898 -0.803336
0.425743 0.920245 0.367781 -0.885992
0.435644 0.956809 0.357594 -0.910459
0.445545 0.935761 0.354928 -0.899882
0.455446 0.917131 0.352818 -0.890309
0.465347 0.947741 0.348505 -0.909002
0.475248 1.038076 0.342748 -0.959479
0.485149 1.156793 0.337590 -1.021188
0.495050 1.242288 0.334650 -1.063154
0.504950 1.242288 0.334650 -1.063154
0.514851 1.156793 0.337590 -1.021188
0.524752 1.038076 0.342748 -0.959479
0.534653 0.947741 0.348505 -0.909002
0.544554 0.917131 0.352818 -0.890309
0.554455 0.935761 0.354928 -0.899882
0.564356 0.956809 0.357594 -0.910459
0.574257 0.920245 0.367781 -0.885992
0.584158 0.800505 0.393898 -0.803336
0.594059 0.640068 0.439796 -0.668317
0.603960 0.515311 0.498783 -0.516262
0.613861 0.461803 0.552529 -0.395620
0.623762 0.451822 0.577949 -0.343215
0.633663 0.447234 0.560197 -0.365258
0.643564 0.444200 0.504585 -0.435424
0.653465 0.453893 0.438620 -0.511377
0.663366 0.472956 0.399865 -0.559521
0.673267 0.499151 0.414377 -0.572226
0.683168 0.549786 0.478503 -0.566411
0.693069 0.630035 0.557384 -0.565118
0.702970 0.697034 0.604274 -0.576097
0.712871 0.689898 0.590344 -0.584287
0.722772 0.594772 0.524926 -0.564999
0.732673 0.460363 0.450001 -0.507801
0.742574 0.353598 0.410124 -0.430576
0.752475 0.311528 0.418775 -0.368992
0.762376 0.321257 0.448266 -0.346864
0.772277 0.330614 0.454462 -0.352247
0.782178 0.293674 0.418634 -0.344121
0.792079 0.221160 0.370062 -0.290196
0.801980 0.175020 0.364663 -0.205039
0.811881 0.209909 0.433233 -0.149060
0.821782 0.330729 0.546535 -0.178965
0.831683 0.489437 0.636968 -0.289324
0.841584 0.605388 0.663986 -0.405600
0.851485 0.633690 0.657839 -0.448262
0.861386 0.638672 0.685090 -0.411490
0.871287 0.713771 0.760758 -0.367448
0.881188 0.796123 0.809272 -0.375768
0.891089 0.711751 0.744164 -0.397456
0.900990 0.463981 0.591379 -0.338011
0.910891 0.273000 0.484847 -0.194737
0.920792 0.253742 0.492832 -0.104204
0.930693 0.276967 0.500583 -0.162431
0.940594 0.207116 0.383837 -0.244511
0.950495 0.101251 0.261108 -0.181862
0.960396 0.106142 0.309170 -0.102741
0.970297 0.148146 0.327882 -0.201593
0.980198 0.048144 0.120243 -0.183538
0.990099 0.012832 0.111368 -0.020725
