   Position (m)       Function
0.009901 0.009109 0.052635 0.079616
0.019802 0.001447 0.030935 -0.022133
0.029703 0.027051 0.164472 0.000312
0.039604 0.002945 0.044846 0.030550
0.049505 0.030557 -0.070297 -0.160049
0.059406 0.092558 -0.040883 -0.301475
0.069307 0.091090 -0.078421 -0.291446
0.079208 0.151626 -0.239384 -0.307118
0.089109 0.293899 -0.352300 -0.412048
0.099010 0.335057 -0.332532 -0.473792
0.108911 0.247220 -0.286073 -0.406673
0.118812 0.191002 -0.323932 -0.293377
0.128713 0.239460 -0.417369 -0.255467
0.138614 0.306254 -0.463194 -0.302828
0.148515 0.299587 -0.422473 -0.347999
0.158416 0.230906 -0.351745 -0.327385
0.168317 0.173421 -0.317971 -0.268916
0.178218 0.161875 -0.318229 -0.246182
0.188119 0.170306 -0.290782 -0.292835
0.198020 0.175469 -0.189907 -0.373369
0.207921 0.184796 -0.038117 -0.428186
0.217822 0.197796 0.092563 -0.435003
0.227723 0.201439 0.143772 -0.425169
0.237624 0.213635 0.116799 -0.447206
0.247525 0.273722 0.065310 -0.519092
0.257426 0.379038 0.049389 -0.613677
0.267327 0.479063 0.093460 -0.685805
0.277228 0.540397 0.178878 -0.713021
0.287129 0.582422 0.268782 -0.714268
0.297030 0.652371 0.338860 -0.733174
0.306931 0.794581 0.389250 -0.801913
0.316832 1.024038 0.432948 -0.914655
0.326733 1.286180 0.475641 -1.029537
0.336634 1.456779 0.506042 -1.095764
0.346535 1.432837 0.504355 -1.085570
0.356436 1.232017 0.460774 -1.009804
0.366337 0.977096 0.388233 -0.909049
0.376238 0.787956 0.318724 -0.828475
0.386139 0.710800 0.285180 -0.793393
0.396040 0.730157 0.301399 -0.799572
0.405941 0.800118 0.353665 -0.821607
0.415842 0.859558 0.409535 -0.831768
0.425743 0.859372 0.437884 -0.817086
0.435644 0.799476 0.427292 -0.785428
0.445545 0.729041 0.391467 -0.758811
0.455446 0.705379 0.358966 -0.759291
0.465347 0.758895 0.354304 -0.795841
0.475248 0.884033 0.382509 -0.858906
0.485149 1.036958 0.426542 -0.924673
0.495050 1.144126 0.458739 -0.966273
0.504950 1.144126 0.458739 -0.966273
0.514851 1.036958 0.426542 -0.924673
0.524752 0.884033 0.382509 -0.858906
0.534653 0.758895 0.354304 -0.795841
0.544554 0.705379 0.358966 -0.759291
0.554455 0.729041 0.391467 -0.758811
0.564356 0.799476 0.427292 -0.785428
0.574257 0.859372 0.437884 -0.817086
0.584158 0.859558 0.409535 -0.831768
0.594059 0.800118 0.353665 -0.821607
0.603960 0.730157 0.301399 -0.799572
0.613861 0.710800 0.285180 -0.793393
0.623762 0.787956 0.318724 -0.828475
0.633663 0.977096 0.388233 -0.909049
0.643564 1.232017 0.460774 -1.009804
0.653465 1.432837 0.504355 -1.085570
0.663366 1.456779 0.506042 -1.095764
0.673267 1.286180 0.475641 -1.029537
0.683168 1.024038 0.432948 -0.914655
0.693069 0.794581 0.389250 -0.801913
0.702970 0.652371 0.338860 -0.733174
0.712871 0.582422 0.268782 -0.714268
0.722772 0.540397 0.178878 -0.713021
0.732673 0.479063 0.093460 -0.685805
0.742574 0.379038 0.049389 -0.613677
0.752475 0.273722 0.065310 -0.519092
0.762376 0.213635 0.116799 -0.447206
0.772277 0.201439 0.143772 -0.425169
0.782178 0.197796 0.092563 -0.435003
0.792079 0.184796 -0.038117 -0.428186
0.801980 0.175469 -0.189907 -0.373369
0.811881 0.170306 -0.290782 -0.292835
0.821782 0.161875 -0.318229 -0.246182
0.831683 0.173421 -0.317971 -0.268916
0.841584 0.230906 -0.351745 -0.327385
0.851485 0.299587 -0.422473 -0.347999
0.861386 0.306254 -0.463194 -0.302828
0.871287 0.239460 -0.417369 -0.255467
0.881188 0.191002 -0.323932 -0.293377
0.891089 0.247220 -0.286073 -0.406673
0.900990 0.335057 -0.332532 -0.473792
0.910891 0.293899 -0.352300 -0.412048
0.920792 0.151626 -0.239384 -0.307118
0.930693 0.091090 -0.078421 -0.291446
0.940594 0.092558 -0.040883 -0.301475
0.950495 0.030557 -0.070297 -0.160049
0.960396 0.002945 0.044846 0.030550
0.970297 0.027051 0.164472 0.000312
0.980198 0.001447 0.030935 -0.022133
0.990099 0.009109 0.052635 0.079616
