   Position (m)       Function
0.009901 0.000507 -0.014058 0.017590
0.019802 0.033565 -0.024709 0.181535
0.029703 0.041878 -0.160035 0.127542
0.039604 0.013338 -0.079591 0.083685
0.049505 0.042666 -0.099934 0.180774
0.059406 0.069929 -0.227180 0.135346
0.069307 0.045111 -0.211695 -0.017197
0.079208 0.012257 -0.090992 -0.063063
0.089109 0.004059 -0.058025 -0.026317
0.099010 0.019970 -0.122051 -0.071230
0.108911 0.070888 -0.155426 -0.216174
0.118812 0.130042 -0.129354 -0.336614
0.128713 0.155716 -0.146675 -0.366336
0.138614 0.216776 -0.278594 -0.373043
0.148515 0.412619 -0.463870 -0.444346
0.158416 0.666801 -0.582887 -0.571877
0.168317 0.795602 -0.585346 -0.673032
0.178218 0.756537 -0.521021 -0.696472
0.188119 0.674318 -0.465044 -0.676796
0.198020 0.667811 -0.440581 -0.688258
0.207921 0.756755 -0.417723 -0.763062
0.217822 0.880906 -0.370540 -0.862326
0.227723 0.947450 -0.319445 -0.919459
0.237624 0.915972 -0.315299 -0.903637
0.247525 0.859952 -0.387155 -0.842652
0.257426 0.885608 -0.508265 -0.792007
0.267327 0.992512 -0.611952 -0.786147
0.277228 1.076813 -0.641221 -0.815873
0.287129 1.061648 -0.588889 -0.845493
0.297030 0.966453 -0.497478 -0.847920
0.306931 0.860558 -0.423265 -0.825473
0.316832 0.799338 -0.395317 -0.801912
0.326733 0.795438 -0.399648 -0.797320
0.336634 0.812296 -0.396020 -0.809608
0.346535 0.791470 -0.350749 -0.817585
0.356436 0.709525 -0.260449 -0.801056
0.366337 0.600622 -0.151932 -0.759960
0.376238 0.517413 -0.061982 -0.716639
0.386139 0.489510 -0.013410 -0.699522
0.396040 0.519723 -0.003534 -0.720910
0.405941 0.586415 -0.010531 -0.765705
0.415842 0.639529 -0.010912 -0.799631
0.425743 0.626482 0.004466 -0.791493
0.435644 0.539917 0.025476 -0.734349
0.445545 0.425130 0.030441 -0.651309
0.455446 0.338761 0.000494 -0.582032
0.465347 0.316620 -0.068159 -0.558547
0.475248 0.368859 -0.160388 -0.585777
0.485149 0.469739 -0.247870 -0.638983
0.495050 0.552450 -0.300940 -0.679621
0.504950 0.552450 -0.300940 -0.679621
0.514851 0.469739 -0.247870 -0.638983
0.524752 0.368859 -0.160388 -0.585777
0.534653 0.316620 -0.068159 -0.558547
0.544554 0.338761 0.000494 -0.582032
0.554455 0.425130 0.030441 -0.651309
0.564356 0.539917 0.025476 -0.734349
0.574257 0.626482 0.004466 -0.791493
0.584158 0.639529 -0.010912 -0.799631
0.594059 0.586415 -0.010531 -0.765705
0.603960 0.519723 -0.003534 -0.720910
0.613861 0.489510 -0.013410 -0.699522
0.623762 0.517413 -0.061982 -0.716639
0.633663 0.600622 -0.151932 -0.759960
0.643564 0.709525 -0.260449 -0.801056
0.653465 0.791470 -0.350749 -0.817585
0.663366 0.812296 -0.396020 -0.809608
0.673267 0.795438 -0.399648 -0.797320
0.683168 0.799338 -0.395317 -0.801912
0.693069 0.860558 -0.423265 -0.825473
0.702970 0.966453 -0.497478 -0.847920
0.712871 1.061648 -0.588889 -0.845493
0.722772 1.076813 -0.641221 -0.815873
0.732673 0.992512 -0.611952 -0.786147
0.742574 0.885608 -0.508265 -0.792007
0.752475 0.859952 -0.387155 -0.842652
0.762376 0.915972 -0.315299 -0.903637
0.772277 0.947450 -0.319445 -0.919459
0.782178 0.880906 -0.370540 -0.862326
0.792079 0.756755 -0.417723 -0.763062
0.801980 0.667811 -0.440581 -0.688258
0.811881 0.674318 -0.465044 -0.676796
0.821782 0.756537 -0.521021 -0.696472
0.831683 0.795602 -0.585346 -0.673032
0.841584 0.666801 -0.582887 -0.571877
0.851485 0.412619 -0.463870 -0.444346
0.861386 0.216776 -0.278594 -0.373043
0.871287 0.155716 -0.146675 -0.366336
0.881188 0.130042 -0.129354 -0.336614
0.891089 0.070888 -0.155426 -0.216174
0.900990 0.019970 -0.122051 -0.071230
0.910891 0.004059 -0.058025 -0.026317
0.920792 0.012257 -0.090992 -0.063063
0.930693 0.045111 -0.211695 -0.017197
0.940594 0.069929 -0.227180 0.135346
0.950495 0.042666 -0.099934 0.180774
0.960396 0.013338 -0.079591 0.083685
0.970297 0.041878 -0.160035 0.127542
0.980198 0.033565 -0.024709 0.181535
0.990099 0.000507 -0.014058 0.017590
