   Position (m)       Function
0.009901 0.251734 -0.475210 -0.160964
0.019802 0.163154 -0.293815 -0.277176
0.029703 0.141655 -0.123234 -0.355624
0.039604 0.163426 0.033458 -0.402873
0.049505 0.210998 0.174411 -0.424946
0.059406 0.271803 0.298762 -0.427251
0.069307 0.337029 0.406423 -0.414547
0.079208 0.400730 0.497893 -0.390939
0.089109 0.459118 0.574100 -0.359900
0.099010 0.510005 0.636263 -0.324307
0.108911 0.552368 0.685778 -0.286489
0.118812 0.586008 0.724131 -0.248279
0.128713 0.611292 0.752821 -0.211077
0.138614 0.628946 0.773307 -0.175905
0.148515 0.639903 0.786969 -0.143467
0.158416 0.645197 0.795082 -0.114200
0.168317 0.645871 0.798792 -0.088327
0.178218 0.642930 0.799116 -0.065900
0.188119 0.637298 0.796934 -0.046841
0.198020 0.629799 0.792994 -0.030978
0.207921 0.621141 0.787918 -0.018069
0.217822 0.611919 0.782213 -0.007833
0.227723 0.602614 0.776282 0.000035
0.237624 0.593602 0.770433 0.005844
0.247525 0.585163 0.764896 0.009899
0.257426 0.577495 0.759828 0.012491
0.267327 0.570721 0.755333 0.013888
0.277228 0.564907 0.751466 0.014333
0.287129 0.560068 0.748245 0.014043
0.297030 0.556182 0.745659 0.013207
0.306931 0.553197 0.743676 0.011984
0.316832 0.551042 0.742248 0.010510
0.326733 0.549631 0.741318 0.008895
0.336634 0.548871 0.740823 0.007225
0.346535 0.548665 0.740698 0.005568
0.356436 0.548917 0.740878 0.003976
0.366337 0.549535 0.741302 0.002484
0.376238 0.550434 0.741911 0.001115
0.386139 0.551532 0.742652 -0.000117
0.396040 0.552759 0.743477 -0.001208
0.405941 0.554051 0.744343 -0.002157
0.415842 0.555352 0.745214 -0.002970
0.425743 0.556615 0.746057 -0.003656
0.435644 0.557798 0.746847 -0.004224
0.445545 0.558868 0.747560 -0.004685
0.455446 0.559799 0.748180 -0.005050
0.465347 0.560567 0.748692 -0.005329
0.475248 0.561158 0.749084 -0.005530
0.485149 0.561558 0.749350 -0.005660
0.495050 0.561760 0.749484 -0.005724
0.504950 0.561760 0.749484 -0.005724
0.514851 0.561558 0.749350 -0.005660
0.524752 0.561158 0.749084 -0.005530
0.534653 0.560567 0.748692 -0.005329
0.544554 0.559799 0.748180 -0.005050
0.554455 0.558868 0.747560 -0.004685
0.564356 0.557798 0.746847 -0.004224
0.574257 0.556615 0.746057 -0.003656
0.584158 0.555352 0.745214 -0.002970
0.594059 0.554051 0.744343 -0.002157
0.603960 0.552759 0.743477 -0.001208
0.613861 0.551532 0.742652 -0.000117
0.623762 0.550434 0.741911 0.001115
0.633663 0.549535 0.741302 0.002484
0.643564 0.548917 0.740878 0.003976
0.653465 0.548665 0.740698 0.005568
0.663366 0.548871 0.740823 0.007225
0.673267 0.549631 0.741318 0.008895
0.683168 0.551042 0.742248 0.010510
0.693069 0.553197 0.743676 0.011984
0.702970 0.556182 0.745659 0.013207
0.712871 0.560068 0.748245 0.014043
0.722772 0.564907 0.751466 0.014333
0.732673 0.570721 0.755333 0.013888
0.742574 0.577495 0.759828 0.012491
0.752475 0.585163 0.764896 0.009899
0.762376 0.593602 0.770433 0.005844
0.772277 0.602614 0.776282 0.000035
0.782178 0.611919 0.782213 -0.007833
0.792079 0.621141 0.787918 -0.018069
0.801980 0.629799 0.792994 -0.030978
0.811881 0.637298 0.796934 -0.046841
0.821782 0.642930 0.799116 -0.065900
0.831683 0.645871 0.798792 -0.088327
0.841584 0.645197 0.795082 -0.114200
0.851485 0.639903 0.786969 -0.143467
0.861386 0.628946 0.773307 -0.175905
0.871287 0.611292 0.752821 -0.211077
0.881188 0.586008 0.724131 -0.248279
0.891089 0.552368 0.685778 -0.286489
0.900990 0.510005 0.636263 -0.324307
0.910891 0.459118 0.574100 -0.359900
0.920792 0.400730 0.497893 -0.390939
0.930693 0.337029 0.406423 -0.414547
0.940594 0.271803 0.298762 -0.427251
0.950495 0.210998 0.174411 -0.424946
0.960396 0.163426 0.033458 -0.402873
0.970297 0.141655 -0.123234 -0.355624
0.980198 0.163154 -0.293815 -0.277176
0.990099 0.251734 -0.475210 -0.160964
