   Position (m)       Function
0.009901 0.016584 -0.121450 0.042824
0.019802 0.105188 -0.167331 -0.277827
0.029703 0.097073 -0.046744 -0.308039
0.039604 0.055910 -0.107043 -0.210836
0.049505 0.130347 -0.293040 -0.210890
0.059406 0.294119 -0.434218 -0.324922
0.069307 0.407495 -0.461631 -0.440899
0.079208 0.405184 -0.428853 -0.470393
0.089109 0.354450 -0.424481 -0.417453
0.099010 0.364333 -0.491030 -0.351030
0.108911 0.480940 -0.604724 -0.339483
0.118812 0.663702 -0.707043 -0.404714
0.128713 0.831456 -0.750228 -0.518280
0.138614 0.919998 -0.724494 -0.628574
0.148515 0.912661 -0.656329 -0.694185
0.158416 0.838839 -0.586735 -0.703265
0.168317 0.750679 -0.546382 -0.672418
0.178218 0.691494 -0.541461 -0.631121
0.188119 0.671953 -0.554978 -0.603285
0.198020 0.668171 -0.559518 -0.595912
0.207921 0.642773 -0.533039 -0.598868
0.217822 0.573030 -0.469791 -0.593572
0.227723 0.465137 -0.382323 -0.564771
0.237624 0.346573 -0.295236 -0.509322
0.247525 0.247224 -0.234648 -0.438365
0.257426 0.186602 -0.218301 -0.372756
0.267327 0.174377 -0.250062 -0.334433
0.277228 0.216521 -0.320137 -0.337687
0.287129 0.315343 -0.409974 -0.383750
0.297030 0.461290 -0.499273 -0.460452
0.306931 0.626278 -0.572281 -0.546601
0.316832 0.769386 -0.621348 -0.619123
0.326733 0.854694 -0.647070 -0.660299
0.336634 0.869126 -0.655681 -0.662728
0.346535 0.826996 -0.655185 -0.630658
0.356436 0.758618 -0.651875 -0.577648
0.366337 0.692583 -0.648423 -0.521661
0.376238 0.644404 -0.643954 -0.479298
0.386139 0.616603 -0.635690 -0.460979
0.396040 0.605317 -0.621263 -0.468348
0.405941 0.605234 -0.600633 -0.494443
0.415842 0.609764 -0.576851 -0.526314
0.425743 0.610040 -0.555388 -0.549167
0.435644 0.597488 -0.542346 -0.550771
0.445545 0.569598 -0.542240 -0.524951
0.455446 0.533357 -0.556192 -0.473295
0.465347 0.501622 -0.581209 -0.404745
0.475248 0.484189 -0.610821 -0.333297
0.485149 0.480970 -0.636910 -0.274437
0.495050 0.483479 -0.652126 -0.241271
0.504950 0.483479 -0.652126 -0.241271
0.514851 0.480970 -0.636910 -0.274437
0.524752 0.484189 -0.610821 -0.333297
0.534653 0.501622 -0.581209 -0.404745
0.544554 0.533357 -0.556192 -0.473295
0.554455 0.569598 -0.542240 -0.524951
0.564356 0.597488 -0.542346 -0.550771
0.574257 0.610040 -0.555388 -0.549167
0.584158 0.609764 -0.576851 -0.526314
0.594059 0.605234 -0.600633 -0.494443
0.603960 0.605317 -0.621263 -0.468348
0.613861 0.616603 -0.635690 -0.460979
0.623762 0.644404 -0.643954 -0.479298
0.633663 0.692583 -0.648423 -0.521661
0.643564 0.758618 -0.651875 -0.577648
0.653465 0.826996 -0.655185 -0.630658
0.663366 0.869126 -0.655681 -0.662728
0.673267 0.854694 -0.647070 -0.660299
0.683168 0.769386 -0.621348 -0.619123
0.693069 0.626278 -0.572281 -0.546601
0.702970 0.461290 -0.499273 -0.460452
0.712871 0.315343 -0.409974 -0.383750
0.722772 0.216521 -0.320137 -0.337687
0.732673 0.174377 -0.250062 -0.334433
0.742574 0.186602 -0.218301 -0.372756
0.752475 0.247224 -0.234648 -0.438365
0.762376 0.346573 -0.295236 -0.509322
0.772277 0.465137 -0.382323 -0.564771
0.782178 0.573030 -0.469791 -0.593572
0.792079 0.642773 -0.533039 -0.598868
0.801980 0.668171 -0.559518 -0.595912
0.811881 0.671953 -0.554978 -0.603285
0.821782 0.691494 -0.541461 -0.631121
0.831683 0.750679 -0.546382 -0.672418
0.841584 0.838839 -0.586735 -0.703265
0.851485 0.912661 -0.656329 -0.694185
0.861386 0.919998 -0.724494 -0.628574
0.871287 0.831456 -0.750228 -0.518280
0.881188 0.663702 -0.707043 -0.404714
0.891089 0.480940 -0.604724 -0.339483
0.900990 0.364333 -0.491030 -0.351030
0.910891 0.354450 -0.424481 -0.417453
0.920792 0.405184 -0.428853 -0.470393
0.930693 0.407495 -0.461631 -0.440899
0.940594 0.294119 -0.434218 -0.324922
0.950495 0.130347 -0.293040 -0.210890
0.960396 0.055910 -0.107043 -0.210836
0.970297 0.097073 -0.046744 -0.308039
0.980198 0.105188 -0.167331 -0.277827
0.990099 0.016584 -0.121450 0.042824
